"year","year_type","grid","squirrel_id","sex","cache_size_total","cache_size_new","cache_size_old","total_cones_tree","log_cache_size_new","log_cache_size_old","log_total_cones_tree"
2012,"non-mast","SU",12434,"F",3370.06716098368,412.661285018409,2957.40587596527,36.241,6.02504748682675,7.99240584682791,3.61741030489474
2011,"post-mast","SU",12435,"F",1221.73047639603,0,1221.73047639603,0.085,0,7.10884173232902,0.0815799869924228
2013,"non-mast","SU",12435,"F",24987.366210335,20514.687294404,4472.67891593109,59.005,9.9289451063577,8.40596637280756,4.0944278920834
2014,"mast","SU",12435,"F",34043.9560570884,33847.170183926,196.785873162361,263.342,10.4296402202745,5.28718499683203,5.57724371931451
2015,"post-mast","SU",12435,"F",3567.88932338941,0,3567.88932338941,0.006,0,8.18000971247119,0.00598207167754747
2016,"non-mast","SU",12435,"F",55.9596191420682,55.9596191420682,0,3.118,4.04234258067105,0,1.4153676086056
2017,"non-mast","SU",12435,"F",235.619449019234,9.8174770424681,225.801971976766,44.479,2.3811630708561,5.42407726659872,3.81725068095371
2012,"non-mast","KL",12445,"M",65836.2737544867,6476.53506337708,59359.7386911097,129.998,8.77609532552498,10.9913883220211,4.87518205590903
2013,"non-mast","KL",12445,"M",49907.6899607779,33631.4038551482,16276.2861056296,152.574,10.4232452816668,9.69752592453195,5.03418253555231
2016,"non-mast","KL",12445,"M",5999.46022065226,0,5999.46022065226,2.342,0,8.69959144871068,1.2065694301732
2011,"post-mast","KL",12448,"F",2002.76531666349,0,2002.76531666349,0.037,0,7.6027833478938,0.0363319292473902
2011,"post-mast","SU",12462,"F",15851.298432769,0,15851.298432769,0.085,0,9.67106978032344,0.0815799869924228
2012,"non-mast","SU",12462,"F",8191.85556054494,3040.27629051152,5151.57927003341,36.241,8.02003253870041,8.54725269741743,3.61741030489474
2013,"non-mast","SU",12462,"F",15192.8293392228,12558.778432113,2634.05090710984,59.005,9.43825479911125,7.87665778037512,4.0944278920834
2011,"post-mast","SU",12477,"F",18600.1265548131,0,18600.1265548131,0.085,0,9.83097742533023,0.0815799869924228
2012,"non-mast","SU",12477,"F",7781.43047863064,506.48364062093,7274.94683800972,36.241,6.22946447516668,8.89232923312557,3.61741030489474
2011,"post-mast","SU",12478,"F",32436.9441483146,0,32436.9441483146,0.085,0,10.3870841322481,0.0815799869924228
2012,"non-mast","SU",12479,"M",6687.66536132927,51.0508806208341,6636.61448070844,36.241,3.95222171366587,8.80050791296582,3.61741030489474
2013,"non-mast","SU",12479,"M",16894.7871593051,7400.19602845596,9494.59113084915,59.005,8.90939689159929,9.15858287837528,4.0944278920834
2014,"mast","SU",12479,"M",31931.1477310867,28763.3751387169,3167.77259236971,263.342,10.2668929260897,8.061099597056,5.57724371931451
2011,"post-mast","SU",12492,"F",214.708222918777,0,214.708222918777,0.085,0,5.37392667468414,0.0815799869924228
2012,"non-mast","KL",12495,"M",2256.16530743742,183.641362233278,2072.52394520414,129.998,5.21841536107241,7.63700482782527,4.87518205590903
2014,"mast","KL",12509,"F",20622.1995763268,15868.3808428229,4753.81873350391,1496.201,9.6721467984445,8.46691385301288,7.31135264394349
2015,"post-mast","KL",12509,"F",980.176907920015,0,980.176907920015,0.006,0,6.88875277757826,0.00598207167754747
2011,"post-mast","KL",12513,"F",3468.84188833873,0,3468.84188833873,0.037,0,8.15186430658252,0.0363319292473902
2012,"non-mast","KL",12513,"F",7019.4960853647,2627.81135503396,4391.68473033073,129.998,7.87428706674795,8.38769587502912,4.87518205590903
2013,"non-mast","KL",12513,"F",15921.7661013183,14919.9471106735,1001.81899064475,152.574,9.61052135101069,6.91057030372423,5.03418253555231
2012,"non-mast","SU",12522,"M",12795.8814109964,238.062909972027,12557.8185010244,36.241,5.47672673893505,9.4381783672077,3.61741030489474
2013,"non-mast","SU",12522,"M",24938.0933838897,6625.61890642087,18312.4744774688,59.005,8.79884998423593,9.81539237813031,4.0944278920834
2015,"post-mast","SU",12522,"M",16731.5988742436,0,16731.5988742436,0.006,0,9.72511412407096,0.00598207167754747
2016,"non-mast","SU",12522,"M",4706.10579507751,43.9822971502571,4662.12349792725,3.118,3.8062690157086,8.44744078110853,1.4153676086056
2012,"non-mast","SU",12523,"M",17657.2124264232,115.911678948073,17541.3007474751,36.241,4.76141876894609,9.77237042878775,3.61741030489474
2011,"post-mast","SU",12524,"F",688.696014529138,0,688.696014529138,0.085,0,6.5362509418634,0.0815799869924228
2013,"non-mast","SU",12524,"F",26292.3816169747,16194.5828800206,10097.798736954,59.005,9.69249382231439,9.22017175882055,4.0944278920834
2014,"mast","SU",12524,"F",8113.97024267469,6598.17360393326,1515.79663874143,263.342,8.79469970864964,7.32435591547867,5.57724371931451
2011,"post-mast","SU",12526,"F",128.281700021583,0,128.281700021583,0.085,0,4.86199374460575,0.0815799869924228
2012,"non-mast","KL",12542,"M",26767.3511562893,4151.28744248416,22616.0637138051,129.998,8.33141465233484,10.0264599319517,4.87518205590903
2013,"non-mast","KL",12542,"M",77796.3060783952,45571.8557665109,32224.4503118843,152.574,10.7270675499817,10.3805118017015,5.03418253555231
2012,"non-mast","SU",12550,"M",21293.0168743308,279.252680319093,21013.7641940117,36.241,5.63569162593541,9.95298052653457,3.61741030489474
2013,"non-mast","SU",12550,"M",13350.7215802054,7729.36512538209,5621.35645482334,59.005,8.95291137531485,8.63450615301816,4.0944278920834
2012,"non-mast","KL",12564,"M",25751.3731820877,2107.39780532055,23643.9753767672,129.998,7.65368360405875,10.0709059137058,4.87518205590903
2013,"non-mast","KL",12564,"M",58289.8954928684,44307.059290822,13982.8362020465,152.574,10.6989218647875,9.54565738458633,5.03418253555231
2012,"non-mast","KL",12565,"M",6181.45442840397,1606.20469399473,4575.24973440923,129.998,7.38225173410045,8.42863510639767,4.87518205590903
2013,"non-mast","KL",12565,"M",31077.6817268614,23663.5230643895,7414.15866247191,152.574,10.0717322885091,8.91128165184438,5.03418253555231
2014,"mast","KL",12565,"M",37282.4144841639,27246.7712851965,10035.6431989674,1496.201,10.2127270090474,9.2139979946084,7.31135264394349
2016,"non-mast","KL",12565,"M",1714.43692423403,0,1714.43692423403,2.342,0,7.44742309346983,1.2065694301732
2012,"non-mast","KL",12576,"M",6127.74192067384,2061.6701789183,4066.07174175554,129.998,7.63175662579568,8.31067854572104,4.87518205590903
2013,"non-mast","KL",12576,"M",57918.2058120406,42373.8671614661,15544.3386505745,152.574,10.6543107098452,9.65151610743243,5.03418253555231
2010,"mast","KL",12611,"M",39728.2125419074,38280.404658762,1447.80788314538,1871.957,10.5527195392187,7.27849634770941,7.53527374435888
2012,"non-mast","KL",12611,"M",18478.67345549,3695.73469109799,14782.938764392,129.998,8.21520519306642,9.60129665185395,4.87518205590903
2013,"non-mast","KL",12613,"M",71609.3320462318,39173.6968948562,32435.6351513756,152.574,10.5757863299858,10.3870437775528,5.03418253555231
2014,"mast","KL",12613,"M",48943.7446149014,35521.6717932129,13422.0728216885,1496.201,10.4779264136808,9.50473035761548,7.31135264394349
2016,"non-mast","KL",12613,"M",13681.6360063835,0,13681.6360063835,2.342,0,9.52388286313922,1.2065694301732
2017,"non-mast","KL",12613,"M",6497.53355594014,113.99181677088,6383.54173916926,60.19,4.74486096731727,8.76163499442176,4.11398377747445
2018,"non-mast","KL",12613,"M",3246.96690717895,0,3246.96690717895,4.477,0,8.08578451255323,1.70055750580158
2011,"post-mast","KL",12620,"F",10265.8957605367,0,10265.8957605367,0.037,0,9.23667999438259,0.0363319292473902
2012,"non-mast","KL",12620,"F",2122.01493780601,263.195651200745,1858.81928660526,129.998,5.57668993169819,7.52823460424802,4.87518205590903
2011,"post-mast","KL",12625,"F",77.4926187885482,0,77.4926187885482,0.037,0,4.36300459219608,0.0363319292473902
2013,"non-mast","KL",12625,"F",5191.30732713193,5191.30732713193,0,152.574,8.55493344906894,0,5.03418253555231
2014,"mast","KL",12625,"F",7042.40353179712,6806.78408277789,235.619449019235,1496.201,8.82582195452963,5.46645315027591,7.31135264394349
2011,"post-mast","KL",12626,"F",49375.3645389196,0,49375.3645389196,0.037,0,10.8072271380528,0.0363319292473902
2013,"non-mast","KL",12626,"F",2348.59139963834,2348.59139963834,0,152.574,7.76199671952631,0,5.03418253555231
2011,"post-mast","KL",12628,"F",9876.25100502901,0,9876.25100502901,0.037,0,9.19798951366905,0.0363319292473902
2012,"non-mast","KL",12628,"F",93.3205734425718,55.9923440655431,37.3282293770287,129.998,4.04291694417394,3.64618668414413,4.87518205590903
2013,"non-mast","KL",12629,"F",16851.3502775461,16495.0849439828,356.265333563342,152.574,9.71087835561198,5.87847873698992,5.03418253555231
2012,"non-mast","KL",12653,"M",9128.68285316854,3985.11028107865,5143.57257208989,129.998,8.29057116749454,8.54569756844975,4.87518205590903
2014,"mast","KL",12653,"M",34708.1083790114,34289.9383985413,418.169980470016,1496.201,10.4426364116191,6.03827651896841,7.31135264394349
2016,"non-mast","KL",12653,"M",3355.7445528095,0,3355.7445528095,2.342,0,8.11872690019422,1.2065694301732
2017,"non-mast","KL",12653,"M",2138.90099831905,1876.2289458939,262.672052425147,60.19,7.53755200351899,5.57470610528213,4.11398377747445
2018,"non-mast","KL",12653,"M",0,0,0,4.477,0,0,1.70055750580158
2012,"non-mast","KL",12657,"M",24119.7303142452,169.558736831249,23950.1715774139,129.998,5.1390797349419,10.08377251928,4.87518205590903
2013,"non-mast","KL",12657,"M",31114.3336411533,28651.3250007389,2463.0086404144,152.574,10.2629898707085,7.80954483130895,5.03418253555231
2011,"post-mast","KL",12664,"F",164.933614313464,0,164.933614313464,0.037,0,5.11158779459539,0.0363319292473902
2012,"non-mast","KL",12664,"F",1939.9334635917,1392.77274309147,547.160720500222,129.998,7.23976955298846,6.30656852953255,4.87518205590903
2012,"non-mast","KL",12678,"M",49174.6516749402,152.716309549504,49021.9353653907,129.998,5.03510875779399,10.8000435362642,4.87518205590903
2013,"non-mast","KL",12678,"M",50667.6063170962,16295.4410941703,34372.1652229259,152.574,9.69870202517473,10.4450314582113,5.03418253555231
2014,"mast","KL",12678,"M",47711.629429456,35314.1194202273,12397.5100092287,1496.201,10.4720664634096,9.4253315838272,7.31135264394349
2015,"post-mast","KL",12678,"M",25752.5512793328,0,25752.5512793328,0.006,0,10.1563278103432,0.00598207167754747
2011,"post-mast","KL",12703,"F",400.880312567448,0,400.880312567448,0.037,0,5.99615431435694,0.0363319292473902
2012,"non-mast","KL",12703,"F",2405.28187540469,589.048622548086,1816.2332528566,129.998,6.38020494460261,7.50507043267039,4.87518205590903
2013,"non-mast","KL",12703,"F",15468.024129031,11495.8729176485,3972.1512113826,152.574,9.34983035716986,8.2873148148393,5.03418253555231
2012,"non-mast","KL",12705,"M",3803.78148010427,1831.45034227242,1972.33113783184,129.998,7.51340933504298,7.58747832662411,4.87518205590903
2014,"mast","KL",12705,"M",92718.8711829468,90795.518347249,1923.35283569775,1496.201,11.4163762196609,7.56234500094969,7.31135264394349
2015,"post-mast","KL",12705,"M",19548.7566365033,0,19548.7566365033,0.006,0,9.88071811707533,0.00598207167754747
2016,"non-mast","KL",12705,"M",1527.77396073324,0,1527.77396073324,2.342,0,7.33222136029359,1.2065694301732
2012,"non-mast","KL",12706,"M",6016.28083131835,1149.45202874782,4866.82880257054,129.998,7.04791021260248,8.49040328557006,4.87518205590903
2013,"non-mast","KL",12744,"M",30291.4981653006,8695.66666574875,21595.8314995518,152.574,9.07069508935712,9.98030189307669,5.03418253555231
2014,"mast","KL",12744,"M",47096.6190342845,42806.9269821172,4289.69205216731,1496.201,10.6644785742832,8.36420331643331,7.31135264394349
2016,"non-mast","KL",12744,"M",10487.2471429209,0,10487.2471429209,2.342,0,9.25801058951763,1.2065694301732
2017,"non-mast","KL",12744,"M",9894.79512833145,4994.9686945904,4899.82643374106,60.19,8.51638660513104,8.49715912982438,4.11398377747445
2018,"non-mast","KL",12744,"M",682.702990210102,298.68255821692,384.020431993182,4.477,5.70272377515467,5.95329640299178,1.70055750580158
2013,"non-mast","KL",12745,"M",28711.0152611571,21428.803490136,7282.21177102114,152.574,9.97253791857658,8.89332722123869,5.03418253555231
2014,"mast","KL",12745,"M",51811.1460430029,44464.2698231953,7346.87621980753,1496.201,10.7024637100307,8.90216660076683,7.31135264394349
2012,"non-mast","KL",12825,"M",5649.28172285524,5483.12637806539,166.15534478986,129.998,8.60961308528637,5.11892358836362,4.87518205590903
2013,"non-mast","KL",12825,"M",21065.6877392586,20974.4942858419,91.1934534167037,152.574,9.95111009653292,4.52388912388441,5.03418253555231
2011,"post-mast","KL",12827,"F",22255.8277561935,0,22255.8277561935,0.037,0,10.0104041059677,0.0363319292473902
2012,"non-mast","KL",12827,"F",16343.8303476818,6339.7776081755,10004.0527395063,129.998,8.75475669104202,9.21084551831891,4.87518205590903
2013,"non-mast","KL",12827,"F",49020.1027696761,40758.7612882862,8261.34148138996,152.574,10.6154506308005,9.01946329866758,5.03418253555231
2014,"mast","KL",12827,"F",14667.0925352908,14648.5265953728,18.5659399180897,1496.201,9.59216329961407,2.97379029530016,7.31135264394349
2015,"post-mast","KL",12827,"F",10860.8348693103,0,10860.8348693103,0.006,0,9.29301053587477,0.00598207167754747
2016,"non-mast","KL",12827,"F",0,0,0,2.342,0,0,1.2065694301732
2017,"non-mast","KL",12827,"F",100.530964914873,67.0206432765823,33.5103216382911,60.19,4.21981123670255,3.54125845721401,4.11398377747445
2013,"non-mast","KL",12830,"M",12153.818412419,10701.813557838,1452.00485458103,152.574,9.27826193521553,7.28138900463905,5.03418253555231
2014,"mast","KL",12831,"M",33524.3933553853,29810.1799908318,3714.21336455348,1496.201,10.3026387696134,8.22019138876064,7.31135264394349
2012,"non-mast","KL",12835,"M",24103.8696346677,1988.36635033454,22115.5032843332,129.998,7.59557145009579,10.0040793637703,4.87518205590903
2013,"non-mast","KL",12835,"M",8355.67652746025,8228.72564099331,126.950886466938,152.574,9.01550795666263,4.85164649081109,5.03418253555231
2011,"post-mast","KL",12876,"F",317.497207553419,0,317.497207553419,0.037,0,5.76361370748059,0.0363319292473902
2012,"non-mast","KL",12876,"F",4678.84593382292,4322.36243410308,356.483499719842,129.998,8.37178871971527,5.87908920643909,4.87518205590903
2012,"non-mast","KL",12908,"M",13913.066665198,9638.40626121349,4274.66040398451,129.998,9.17361479454735,8.3606938499042,4.87518205590903
2013,"non-mast","KL",12908,"M",33948.8356128547,33448.5369827705,500.298630084175,152.574,10.4177932233909,6.21720199153916,5.03418253555231
2012,"non-mast","KL",12933,"M",16328.427817033,7206.68264764109,9121.74516939186,129.998,8.88290277052218,9.11852604319111,4.87518205590903
2013,"non-mast","KL",12933,"M",29633.5090372987,20365.1562107393,9268.35282655939,152.574,9.921629792875,9.13446884237517,5.03418253555231
2015,"post-mast","KL",12958,"F",383.012504350156,0,383.012504350156,0.006,0,5.95067511546941,0.00598207167754747
2013,"non-mast","SU",12972,"F",4754.89865597858,4672.56274851574,82.3359074628325,59.005,8.44967696098286,4.42287951827105,4.0944278920834
2015,"post-mast","SU",12972,"F",12687.6709973728,0,12687.6709973728,0.006,0,9.44846482688462,0.00598207167754747
2016,"non-mast","SU",12972,"F",0,0,0,3.118,0,0,1.4153676086056
2017,"non-mast","SU",12972,"F",3955.35241733215,3784.3101506367,171.042266695444,44.479,8.23888310455853,5.14774018322658,3.81725068095371
2011,"post-mast","SU",12973,"F",547.422519888021,0,547.422519888021,0.085,0,6.30704601155696,0.0815799869924228
2013,"non-mast","SU",12973,"F",10378.1967895948,10026.1093379284,352.087451666381,59.005,9.21304763781556,5.86671576468287,4.0944278920834
2015,"post-mast","SU",12973,"F",14246.5990852541,0,14246.5990852541,0.006,0,9.56434368625624,0.00598207167754747
2016,"non-mast","SU",12973,"F",147.262155637022,0,147.262155637022,3.118,0,4.99898202869539,1.4153676086056
2012,"non-mast","SU",13000,"F",1357.10257650384,24.6745923000698,1332.42798420377,36.241,3.24550187643128,7.19550833706721,3.61741030489474
2011,"post-mast","KL",13009,"F",200.865580288897,0,200.865580288897,0.037,0,5.30760203178063,0.0363319292473902
2011,"post-mast","KL",13010,"F",1019.22864993339,0,1019.22864993339,0.037,0,6.9277820477581,0.0363319292473902
2013,"non-mast","KL",13010,"F",12836.6239407227,12696.1794774763,140.444463246419,152.574,9.44913515939371,4.95190715414951,5.03418253555231
2012,"non-mast","KL",13012,"F",571.202630946444,43.9386639189572,527.263967027487,129.998,3.80529853598495,6.26959609633118,4.87518205590903
2014,"mast","KL",13012,"F",5909.9902798719,5205.48812730439,704.502152567511,1496.201,8.55766084360711,6.55890982241155,7.31135264394349
2015,"post-mast","KL",13012,"F",131.554192369073,0,131.554192369073,0.006,0,4.88699156082085,0.00598207167754747
2012,"non-mast","KL",13039,"M",13652.6744491083,680.842032895163,12971.8324162131,129.998,6.52479800769376,9.47061263559758,4.87518205590903
2013,"non-mast","KL",13039,"M",18518.9032947484,9132.60984398553,9386.2934507629,152.574,9.1197162781387,9.14711229324848,5.03418253555231
2012,"non-mast","KL",13048,"M",69530.2631163327,929.987783617354,68600.2753327154,129.998,6.8362461554051,11.1360664043971,4.87518205590903
2013,"non-mast","KL",13048,"M",139756.498088514,81419.4787058416,58337.0193826723,152.574,11.3073821015022,10.9740092932855,5.03418253555231
2015,"post-mast","KL",13048,"M",15870.4425130018,0,15870.4425130018,0.006,0,9.67227670497898,0.00598207167754747
2013,"non-mast","KL",13084,"F",4722.20645742716,4682.93654925729,39.2699081698724,152.574,8.45189417835286,3.69560449450001,5.03418253555231
2013,"non-mast","SU",13085,"F",2606.93285385698,2594.69373247737,12.2391213796102,59.005,7.86160909416055,2.58317618725024,4.0944278920834
2014,"mast","SU",13085,"F",417.570023539643,407.970712653675,9.59931088596881,263.342,6.01364354627515,2.36078898824707,5.57724371931451
2011,"post-mast","SU",13092,"F",9802.81627675135,0,9802.81627675135,0.085,0,9.19052700485097,0.0815799869924228
2012,"non-mast","SU",13092,"F",10492.2649645204,2645.8755127921,7846.38945172831,36.241,7.88113517157532,8.96793620154818,3.61741030489474
2013,"non-mast","SU",13092,"F",36245.078043241,30009.3656917157,6235.71235152534,59.005,10.3092981240221,8.73820845577769,4.0944278920834
2014,"mast","SU",13092,"F",17601.3182571281,16106.2255866384,1495.09267048964,263.342,9.6870232444957,7.31061210213034,5.57724371931451
2015,"post-mast","SU",13092,"F",2878.97514270377,0,2878.97514270377,0.006,0,7.96553694208711,0.00598207167754747
2011,"post-mast","SU",13094,"F",367.740873395205,0,367.740873395205,0.085,0,5.91009415723304,0.0815799869924228
2012,"non-mast","SU",13095,"M",11866.0572519964,0,11866.0572519964,36.241,0,9.38152154212442,3.61741030489474
2013,"non-mast","SU",13095,"M",39267.7265083074,22675.0994757538,16592.6270325536,59.005,10.0290667622644,9.71677398692931,4.0944278920834
2014,"mast","SU",13095,"M",85410.8285389961,74284.2672910697,11126.5612479265,263.342,11.2156679242486,9.31718030506955,5.57724371931451
2016,"non-mast","SU",13095,"M",579.940185514241,0,579.940185514241,3.118,0,6.36464780062997,1.4153676086056
2017,"non-mast","SU",13095,"M",8789.39084658085,4009.19582475618,4780.19502182467,44.479,8.29659535321205,8.4724457988054,3.81725068095371
2018,"non-mast","SU",13095,"M",208.254868009528,0,208.254868009528,1.639,0,5.34355297318275,0.970400057521187
2012,"non-mast","SU",13096,"M",27516.4246546296,119.118721448613,27397.305933181,36.241,4.78848059910754,10.2182364632086,3.61741030489474
2013,"non-mast","SU",13096,"M",37272.247941271,17698.0640392277,19574.1839020433,59.005,9.78126703802409,9.88201791555527,4.0944278920834
2014,"mast","SU",13096,"M",43704.353466877,42076.3976070793,1627.95585979771,263.342,10.6472660015609,7.3956945117326,5.57724371931451
2016,"non-mast","SU",13096,"M",2783.39654954143,0,2783.39654954143,3.118,0,7.93178645008294,1.4153676086056
2013,"non-mast","SU",13097,"F",7745.00763880309,7393.76012683923,351.247511963859,59.005,8.90852693740977,5.86433408748588,4.0944278920834
2014,"mast","SU",13097,"F",17073.6834076345,16988.5986065998,85.0848010347236,263.342,9.74035658911319,4.45533286896043,5.57724371931451
2015,"post-mast","SU",13097,"F",35614.4905844955,0,35614.4905844955,0.006,0,10.480535950977,0.00598207167754747
2016,"non-mast","SU",13097,"F",494.386327243044,0,494.386327243044,3.118,0,6.20533791724573,1.4153676086056
2012,"non-mast","KL",13112,"F",1298.83039610288,882.700269196132,416.130126906748,129.998,6.7841179431478,6.03339822805204,4.87518205590903
2013,"non-mast","KL",13112,"F",4048.42209969475,3022.45211552553,1025.96998416922,152.574,8.01415454215624,6.93436798279183,5.03418253555231
2015,"post-mast","KL",13112,"F",1420.26167881039,0,1420.26167881039,0.006,0,7.25930026231182,0.00598207167754747
2017,"non-mast","KL",13112,"F",851.720674973233,83.7758040957278,767.944870877505,60.19,4.44001017302396,6.64501927756979,4.11398377747445
2010,"mast","KL",13123,"M",50225.7762169538,46956.3381956555,3269.43802129838,1871.957,10.7569947705202,8.092679206388,7.53527374435888
2013,"non-mast","KL",13123,"M",30689.4332347553,18967.3656460484,11722.0675887069,152.574,9.85052790455482,9.36931376853392,5.03418253555231
2012,"non-mast","KL",13125,"M",4638.99788533833,3813.41351591371,825.584369424618,129.998,8.24654220081651,6.7173019924198,4.87518205590903
2013,"non-mast","KL",13125,"M",3411.76962179852,3317.52184219082,94.2477796076938,152.574,8.10727473451123,4.55648170252979,5.03418253555231
2012,"non-mast","SU",13128,"M",2053.29259850873,0,2053.29259850873,36.241,0,7.62768683336579,3.61741030489474
2013,"non-mast","SU",13129,"M",13627.9234986534,11944.9570424944,1682.96645615901,59.005,9.38814817731177,7.4289072754584,4.0944278920834
2014,"mast","SU",13129,"M",27979.5914048776,26783.5172684859,1196.07413639171,263.342,10.1955792856955,7.08763563880441,5.57724371931451
2016,"non-mast","SU",13129,"M",3264.93289016667,0,3264.93289016667,3.118,0,8.09130072529929,1.4153676086056
2017,"non-mast","SU",13129,"M",9584.41013747991,9178.55563654428,405.854500935631,44.479,9.12473407683775,6.00845562996861,3.81725068095371
2018,"non-mast","SU",13129,"M",2850.61834201431,2730.16967967567,120.448662338633,1.639,7.91248525051241,4.7994916412964,0.970400057521187
2013,"non-mast","SU",13130,"F",5673.71633238317,5651.20158503244,22.5147473507269,59.005,8.63980040931002,3.15762777116438,4.0944278920834
2014,"mast","SU",13130,"F",21656.5580492134,21330.4869117096,326.071137503841,263.342,9.96793951891433,5.79017769312088,5.57724371931451
2015,"post-mast","SU",13130,"F",6057.87420905494,0,6057.87420905494,0.006,0,8.70927928772188,0.00598207167754747
2011,"post-mast","SU",13131,"F",0,0,0,0.085,0,0,0.0815799869924228
2013,"non-mast","SU",13131,"F",25924.0298783413,23273.3110768749,2650.71880146639,59.005,10.0551055024322,7.88296331305433,4.0944278920834
2012,"non-mast","SU",13132,"M",1131.62785376182,484.983365897924,646.644487863899,36.241,6.18617439676727,6.4733419159602,3.61741030489474
2013,"non-mast","SU",13132,"M",24158.6511565647,24043.1976265452,115.453530019425,59.005,10.0876489834958,4.75749230947696,4.0944278920834
2014,"mast","SU",13132,"M",22409.0894811342,22195.3302809962,213.759200138005,263.342,10.0076822515386,5.36951740110157,5.57724371931451
2016,"non-mast","SU",13132,"M",80.634211442138,80.634211442138,0,3.118,4.40224843197538,0,1.4153676086056
2017,"non-mast","SU",13132,"M",6.05411084285533,0,6.05411084285533,44.479,0,1.95361054516578,3.81725068095371
2013,"non-mast","SU",13134,"F",873.537290623162,863.610730502444,9.92656012071775,59.005,6.76227938310082,2.391196533598,4.0944278920834
2014,"mast","SU",13134,"F",13572.1602290522,11518.213132074,2053.94709697823,263.342,9.35177162740956,7.62800538303606,5.57724371931451
2012,"non-mast","SU",13135,"M",19236.9099324033,372.627795300789,18864.2821371025,36.241,5.92326010214397,9.84507858787112,3.61741030489474
2013,"non-mast","SU",13135,"M",22752.5920945424,6727.91701720339,16024.675077339,59.005,8.81416949099805,9.68194740741259,4.0944278920834
2012,"non-mast","KL",13179,"M",2218.16076297524,1811.02999002409,407.130772951152,129.998,7.50220303725188,6.01158764498708,4.87518205590903
2013,"non-mast","KL",13179,"M",22597.2577911149,21529.3344550509,1067.92333606403,152.574,9.97721812461076,6.97440719289118,5.03418253555231
2014,"mast","KL",13179,"M",28942.2822953542,28160.0584495338,782.223845820384,1496.201,10.2456953965519,6.66341853740805,7.31135264394349
2016,"non-mast","KL",13179,"M",920.42119765486,0,920.42119765486,2.342,0,6.82591725815737,1.2065694301732
2012,"non-mast","KL",13184,"F",1557.70635740494,274.889357189107,1282.81700021583,129.998,5.61999990559377,7.15759295089612,4.87518205590903
2011,"post-mast","KL",13185,"F",122192.595327225,0,122192.595327225,0.037,0,11.7133619129486,0.0363319292473902
2013,"non-mast","KL",13185,"F",33136.3848460513,31453.4511148158,1682.93373123553,152.574,10.356295781997,7.42888784203006,5.03418253555231
2013,"non-mast","KL",13287,"M",48506.1905714264,46495.5712731289,2010.61929829747,152.574,10.7471338527951,7.60669529775819,5.03418253555231
2014,"mast","KL",13288,"F",13868.8225686599,13400.856162969,467.96640569098,1496.201,9.5031484959706,6.15053113622399,7.31135264394349
2015,"post-mast","KL",13288,"F",14517.1687525445,0,14517.1687525445,0.006,0,9.58315616145436,0.00598207167754747
2013,"non-mast","KL",13305,"F",8278.0966422091,8095.4915692192,182.605072989907,152.574,8.99918610722591,5.21278710846865,5.03418253555231
2014,"mast","KL",13305,"F",15801.131125082,13180.9774021412,2620.15372294084,1496.201,9.48660582731451,7.87136985209603,7.31135264394349
2015,"post-mast","KL",13305,"F",23604.225503053,0,23604.225503053,0.006,0,10.0692233861249,0.00598207167754747
2013,"non-mast","KL",13332,"F",7023.42307618168,5740.60607596585,1282.81700021583,152.574,8.65549425435096,7.15759295089612,5.03418253555231
2012,"non-mast","KL",13366,"F",1748.29631172272,41.6261026600648,1706.67020906266,129.998,3.75246680412691,7.44288526967612,4.87518205590903
2012,"non-mast","SU",13385,"M",447.84057775392,0,447.84057775392,36.241,0,6.10666776401159,3.61741030489474
2013,"non-mast","SU",13385,"M",7812.35553131442,7658.41749128852,153.9380400259,59.005,8.94369121431934,5.04302529523282,4.0944278920834
2014,"mast","SU",13385,"M",39833.3004524162,38022.6958863973,1810.60456601892,263.342,10.5459648203236,7.50196823211326,5.57724371931451
2015,"post-mast","SU",13385,"M",54161.3845971228,0,54161.3845971228,0.006,0,10.8997419353673,0.00598207167754747
2016,"non-mast","SU",13385,"M",2748.89357189107,45.8148928648512,2703.07867902622,3.118,3.84620137590914,7.90251653401255,1.4153676086056
2017,"non-mast","SU",13385,"M",10125.7021883703,7323.05247551781,2802.64971285249,44.479,8.89891907064009,7.93867731626112,3.81725068095371
2012,"non-mast","SU",13397,"F",5341.62380895995,0,5341.62380895995,36.241,0,8.58347216127386,3.61741030489474
2013,"non-mast","KL",13412,"F",15245.8000820209,9198.58328971091,6047.21679230995,152.574,9.12691346741466,8.70751876250629,5.03418253555231
2015,"post-mast","KL",13412,"F",9071.41423708748,0,9071.41423708748,0.006,0,9.11299368597972,0.00598207167754747
2016,"non-mast","KL",13412,"F",647.953484802895,35.997415822383,611.956068980512,2.342,3.61084806756682,6.4182932677572,1.2065694301732
2013,"non-mast","SU",13438,"F",10688.287256135,9625.05449243573,1063.2327636993,59.005,9.17222871081064,6.97000940885176,4.0944278920834
2014,"mast","SU",13438,"F",11340.2768148332,11290.0985988383,50.178215994837,263.342,9.33176995965841,3.93531397265707,5.57724371931451
2015,"post-mast","SU",13438,"F",35.6047167406843,0,35.6047167406843,0.006,0,3.60017710480024,0.00598207167754747
2016,"non-mast","SU",13438,"F",0,0,0,3.118,0,0,1.4153676086056
2017,"non-mast","SU",13438,"F",45.1167611640534,45.1167611640534,0,44.479,3.83117646665676,0,3.81725068095371
